CPT_id	classType	ui	suppressible	obsolete	rootSource	atomCount	cVMemberCount	attributes	atoms	ancestors	parents	children	descendants	relations	definitions	concepts	defaultPreferredAtom	name
0109U	SourceAtomCluster	0109U	False	False	CPT	7	0					NONE	NONE		NONE	C5414453;C5414451;C5202139;C5202138;C5414452		Infectious disease (Aspergillus species), real-time PCR for detection of DNA from 4 species (A. fumigatus, A. terreus, A. niger, and A. flavus), blood, lavage fluid, or tissue, qualitative reporting of presence or absence of each species
0110U	SourceAtomCluster	0110U	False	False	CPT	20	0					NONE	NONE		NONE	C5414458;C5414461;C5414466;C5414454;C5414455;C5414456;C5414467;C5414469;C5202144;C5202143;C5414460;C5414463;C5414464;C5414465;C5414468;C5414457;C5414459;C5414462		Prescription drug monitoring, one or more oral oncology drug(s) and substances, definitive tandem mass spectrometry with chromatography, serum or plasma from capillary blood or venous blood, quantitative report with steady-state range for the prescribed drug(s) when detected
0111U	SourceAtomCluster	0111U	False	False	CPT	5	0					NONE	NONE		NONE	C5202153;C5202154;C5414470		Oncology (colon cancer), targeted KRAS (codons 12, 13, and 61) and NRAS (codons 12, 13, and 61) gene analysis, utilizing formalin-fixed paraffin-embedded tissue
0112U	SourceAtomCluster	0112U	False	False	CPT	5	0					NONE	NONE		NONE	C5202157;C5202156;C5414471		Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug-resistance gene
0113U	SourceAtomCluster	0113U	False	False	CPT	5	0					NONE	NONE		NONE	C5202159;C5202160;C5202161		Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence-based detection, algorithm reported as risk score
0114U	SourceAtomCluster	0114U	False	False	CPT	5	0					NONE	NONE		NONE	C5202162;C5202163;C5202164		Gastroenterology (Barrett's esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrett's esophagus
0115U	SourceAtomCluster	0115U	False	False	CPT	5	0					NONE	NONE		NONE	C5202165;C5202166;C5202167		Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected
0116U	SourceAtomCluster	0116U	False	False	CPT	5	0					NONE	NONE		NONE	C5202168;C5202169;C5414472		Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-compliance measurement with risk of drug to drug interactions for prescribed medications
0117U	SourceAtomCluster	0117U	False	False	CPT	5	0					NONE	NONE		NONE	C5202171;C5202172;C5414473		Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3-hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC-MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain
0118U	SourceAtomCluster	0118U	False	False	CPT	5	0					NONE	NONE		NONE	C5202174;C5202175;C5202176		Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor-derived cell-free DNA in the total cell-free DNA
0119U	SourceAtomCluster	0119U	False	False	CPT	5	0					NONE	NONE		NONE	C5414474;C5202177;C5202178		Cardiology, ceramides by liquid chromatography-tandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events
0120U	SourceAtomCluster	0120U	False	False	CPT	5	0					NONE	NONE		NONE	C5202180;C5202182;C5202181		Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58 genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded tissue, algorithm reported as likelihood for primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter
0121U	SourceAtomCluster	0121U	False	False	CPT	5	0					NONE	NONE		NONE	C5202183;C5202184;C5414475		Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood
0122U	SourceAtomCluster	0122U	False	False	CPT	5	0					NONE	NONE		NONE	C5202188;C5202186;C5202187		Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood
0123U	SourceAtomCluster	0123U	False	False	CPT	5	0					NONE	NONE		NONE	C5202189;C5202190;C5414476		Mechanical fragility, RBC, shear stress and spectral analysis profiling
0129U	SourceAtomCluster	0129U	False	False	CPT	5	0					NONE	NONE		NONE	C5202207;C5202208;C5414477		Hereditary breast cancer-related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis and deletion/duplication analysis panel (ATM, BRCA1, BRCA2, CDH1, CHEK2, PALB2, PTEN, and TP53)
0130U	SourceAtomCluster	0130U	False	False	CPT	5	0					NONE	NONE		NONE	C5414478;C5202210;C5202211		Hereditary colon cancer disorders (eg, Lynch syndrome, PTEN hamartoma syndrome, Cowden syndrome, familial adenomatosis polyposis), targeted mRNA sequence analysis panel (APC, CDH1, CHEK2, MLH1, MSH2, MSH6, MUTYH, PMS2, PTEN, and TP53) (List separately in addition to code for primary procedure)
0133U	SourceAtomCluster	0133U	False	False	CPT	5	0					NONE	NONE		NONE	C5202220;C5202219;C5414480		Hereditary prostate cancer-related disorders, targeted mRNA sequence analysis panel (11 genes) (List separately in addition to code for primary procedure)
0134U	SourceAtomCluster	0134U	False	False	CPT	5	0					NONE	NONE		NONE	C5202222;C5202223;C5414481		Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), targeted mRNA sequence analysis panel (18 genes) (List separately in addition to code for primary procedure)
0136U	SourceAtomCluster	0136U	False	False	CPT	5	0					NONE	NONE		NONE	C5202229;C5202228;C5202230		ATM (ataxia telangiectasia mutated) (eg, ataxia telangiectasia) mRNA sequence analysis (List separately in addition to code for primary procedure)
0137U	SourceAtomCluster	0137U	False	False	CPT	5	0					NONE	NONE		NONE	C5202231;C5202232;C5414483		PALB2 (partner and localizer of BRCA2) (eg, breast and pancreatic cancer) mRNA sequence analysis (List separately in addition to code for primary procedure)
0138U	SourceAtomCluster	0138U	False	False	CPT	5	0					NONE	NONE		NONE	C5202234;C5202235;C5414484		BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) mRNA sequence analysis (List separately in addition to code for primary procedure)
0140U	SourceAtomCluster	0140U	False	False	CPT	5	0					NONE	NONE		NONE	C5229224;C5414487;C5414488		Infectious disease (fungi), fungal pathogen identification, DNA (15 fungal targets), blood culture, amplified probe technique, each target reported as detected or not detected
0141U	SourceAtomCluster	0141U	False	False	CPT	5	0					NONE	NONE		NONE	C5414489;C5229225;C5414490		Infectious disease (bacteria and fungi), gram-positive organism identification and drug resistance element detection, DNA (20 gram-positive bacterial targets, 4 resistance genes, 1 pan gram-negative bacterial target, 1 pan Candida target), blood culture, amplified probe technique, each target reported as detected or not detected
0142U	SourceAtomCluster	0142U	False	False	CPT	5	0					NONE	NONE		NONE	C5414491;C5414492;C5229226		Infectious disease (bacteria and fungi), gram-negative bacterial identification and drug resistance element detection, DNA (21 gram-negative bacterial targets, 6 resistance genes, 1 pan gram-positive bacterial target, 1 pan Candida target), amplified probe technique, each target reported as detected or not detected
0152U	SourceAtomCluster	0152U	False	False	CPT	5	0					NONE	NONE		NONE	C5229235;C5698180;C5696561		Infectious disease (bacteria, fungi, parasites, and DNA viruses), microbial cell-free DNA, plasma, untargeted next-generation sequencing, report for significant positive pathogens
0153U	SourceAtomCluster	0153U	False	False	CPT	5	0					NONE	NONE		NONE	C5414514;C5229236;C5414513		Oncology (breast), mRNA, gene expression profiling by next-generation sequencing of 101 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a triple negative breast cancer clinical subtype(s) with information on immune cell involvement
0154U	SourceAtomCluster	0154U	False	False	CPT	5	0					NONE	NONE		NONE	C5414517;C5414515;C5414516		Oncology (urothelial cancer), RNA, analysis by real-time RT-PCR of the FGFR3 (fibroblast growth factor receptor 3) gene analysis (ie, p.R248C [c.742C>T], p.S249C [c.746C>G], p.G370C [c.1108G>T], p.Y373C [c.1118A>G], FGFR3-TACC3v1, and FGFR3-TACC3v3), utilizing formalin-fixed paraffin-embedded urothelial cancer tumor tissue, reported as FGFR gene alteration status
0155U	SourceAtomCluster	0155U	False	False	CPT	5	0					NONE	NONE		NONE	C5414518;C5414519;C5414520		Oncology (breast cancer), DNA, PIK3CA (phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha) (eg, breast cancer) gene analysis (ie, p.C420R, p.E542K, p.E545A, p.E545D [g.1635G>T only], p.E545G, p.E545K, p.Q546E, p.Q546R, p.H1047L, p.H1047R, p.H1047Y), utilizing formalin-fixed paraffin-embedded breast tumor tissue, reported as PIK3CA gene mutation status
0156U	SourceAtomCluster	0156U	False	False	CPT	5	0					NONE	NONE		NONE	C5229239;C5414521;C5414522		Copy number (eg, intellectual disability, dysmorphology), sequence analysis
0157U	SourceAtomCluster	0157U	False	False	CPT	5	0					NONE	NONE		NONE	C5414524;C5225015;C5414523		APC (APC regulator of WNT signaling pathway) (eg, familial adenomatosis polyposis [FAP]) mRNA sequence analysis (List separately in addition to code for primary procedure)
0158U	SourceAtomCluster	0158U	False	False	CPT	5	0					NONE	NONE		NONE	C5414525;C5225017;C5414526		MLH1 (mutL homolog 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)
0159U	SourceAtomCluster	0159U	False	False	CPT	5	0					NONE	NONE		NONE	C5414527;C5414528;C5225018		MSH2 (mutS homolog 2) (eg, hereditary colon cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)
0160U	SourceAtomCluster	0160U	False	False	CPT	5	0					NONE	NONE		NONE	C5225019;C5414529;C5414530		MSH6 (mutS homolog 6) (eg, hereditary colon cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)
0161U	SourceAtomCluster	0161U	False	False	CPT	5	0					NONE	NONE		NONE	C5229244;C5414532;C5414531		PMS2 (PMS1 homolog 2, mismatch repair system component) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) mRNA sequence analysis (List separately in addition to code for primary procedure)
0162U	SourceAtomCluster	0162U	False	False	CPT	5	0					NONE	NONE		NONE	C5414533;C5229245;C5414534		Hereditary colon cancer (Lynch syndrome), targeted mRNA sequence analysis panel (MLH1, MSH2, MSH6, PMS2) (List separately in addition to code for primary procedure)
0163U	SourceAtomCluster	0163U	False	False	CPT	5	0					NONE	NONE		NONE	C5414537;C5414535;C5414536		Oncology (colorectal) screening, biochemical enzyme-linked immunosorbent assay (ELISA) of 3 plasma or serum proteins (teratocarcinoma derived growth factor-1 [TDGF-1, Cripto-1], carcinoembryonic antigen [CEA], extracellular matrix protein [ECM]), with demographic data (age, gender, CRC-screening compliance) using a proprietary algorithm and reported as likelihood of CRC or advanced adenomas
0164U	SourceAtomCluster	0164U	False	False	CPT	5	0					NONE	NONE		NONE	C5414538;C5414539;C5414540		Gastroenterology (irritable bowel syndrome [IBS]), immunoassay for anti-CdtB and anti-vinculin antibodies, utilizing plasma, algorithm for elevated or not elevated qualitative results
0165U	SourceAtomCluster	0165U	False	False	CPT	5	0					NONE	NONE		NONE	C5414541;C5414542;C5414543		Peanut allergen-specific quantitative assessment of multiple epitopes using enzyme-linked immunosorbent assay (ELISA), blood, individual epitope results and probability of peanut allergy
0166U	SourceAtomCluster	0166U	False	False	CPT	5	0					NONE	NONE		NONE	C5414544;C5414545;C5414546		Liver disease, 10 biochemical assays (α2-macroglobulin, haptoglobin, apolipoprotein A1, bilirubin, GGT, ALT, AST, triglycerides, cholesterol, fasting glucose) and biometric and demographic data, utilizing serum, algorithm reported as scores for fibrosis, necroinflammatory activity, and steatosis with a summary interpretation
0169U	SourceAtomCluster	0169U	False	False	CPT	5	0					NONE	NONE		NONE	C5414553;C5414555;C5414554		NUDT15 (nudix hydrolase 15) and TPMT (thiopurine S-methyltransferase) (eg, drug metabolism) gene analysis, common variants
0170U	SourceAtomCluster	0170U	False	False	CPT	5	0					NONE	NONE		NONE	C5414556;C5414558;C5414557		Neurology (autism spectrum disorder [ASD]), RNA, next-generation sequencing, saliva, algorithmic analysis, and results reported as predictive probability of ASD diagnosis
0171U	SourceAtomCluster	0171U	False	False	CPT	5	0					NONE	NONE		NONE	C5414559;C5414560;C5414561		Targeted genomic sequence analysis panel, acute myeloid leukemia, myelodysplastic syndrome, and myeloproliferative neoplasms, DNA analysis, 23 genes, interrogation for sequence variants, rearrangements and minimal residual disease, reported as presence/absence
0172U	SourceAtomCluster	0172U	False	False	CPT	5	0					NONE	NONE		NONE	C5414562;C5414563;C5414564		Oncology (solid tumor as indicated by the label), somatic mutation analysis of BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) and analysis of homologous recombination deficiency pathways, DNA, formalin-fixed paraffin-embedded tissue, algorithm quantifying tumor genomic instability score
0173U	SourceAtomCluster	0173U	False	False	CPT	5	0					NONE	NONE		NONE	C5414566;C5414567;C5414565		Psychiatry (ie, depression, anxiety), genomic analysis panel, includes variant analysis of 14 genes
0174T	SourceAtomCluster	0174T	False	False	CPT	4	0					NONE	NONE		NONE	C1742232;C3517548		Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed concurrent with primary interpretation (List separately in addition to code for primary procedure)
0174U	SourceAtomCluster	0174U	False	False	CPT	5	0					NONE	NONE		NONE	C5414568;C5414569;C5414570		Oncology (solid tumor), mass spectrometric 30 protein targets, formalin-fixed paraffin-embedded tissue, prognostic and predictive algorithm reported as likely, unlikely, or uncertain benefit of 39 chemotherapy and targeted therapeutic oncology agents
0175T	SourceAtomCluster	0175T	False	False	CPT	4	0					NONE	NONE		NONE	C1741964;C3517549		Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed remote from primary interpretation
0175U	SourceAtomCluster	0175U	False	False	CPT	5	0					NONE	NONE		NONE	C5414571;C5414572;C5414573		Psychiatry (eg, depression, anxiety), genomic analysis panel, variant analysis of 15 genes
